Giorno,Indice
20180418,1.843214434
20180419,0.466736613
20180420,0.352952666
20180421,-1.557506001
20180422,-0.156423871
20180423,1.403703774
20180424,2.501788291
20180425,0.069710787
20180426,2.490210937
20180427,2.626880529
20180428,0.58635158
20180429,0.418459506
20180430,0.267060286
20180501,0.113500065
20180502,-0.265293924
20180503,0.197190531
20180504,1.569987039
20180505,0.769819745
20180506,1.108133364
20180507,0.39839059
20180508,0.287639778
20180509,0.093184847
20180510,1.02468995
20180511,0.224007104
20180512,1.305230131
20180513,0.918379114
20180514,0.601767512
20180515,-1.133492079
20180516,-2.896455508
20180517,-0.823807484
20180518,0.716299869
20180519,-1.371947607
20180520,-0.946489807
20180521,-0.498613298
20180522,0.626594689
20180523,1.093096807
20180524,-1.048805942
20180525,-0.352976265
20180526,-2.105899813
20180527,-1.590239073
20180528,-0.5065188
20180529,-1.593839067
20180530,-0.495079941
20180531,0.57189388
20180601,0.022885173
20180602,0.007286796
20180603,0.149566608
20180604,1.540826108
20180605,1.23004906
20180606,1.189529111
20180607,0.22407222
20180608,-0.146937011
20180609,1.194719788
20180610,3.024214309
20180611,0.884201453
20180612,0.134106809
20180613,0.526406768
20180614,1.457826917
20180615,1.94797851
20180616,0.267446889
20180617,-0.424169566
20180618,0.534098298
20180619,-0.725735434
20180620,-0.993457895
20180621,0.534996057
20180622,0.379436814
20180623,-0.258553185
20180624,-1.114448694
20180625,0.431546265
20180626,0.31438057
20180627,0.280642304
20180628,0.909052507
20180629,-0.204342707
20180630,0.583465545
20180701,1.01134556
20180702,2.683785887
20180703,-0.417353686
20180704,-0.383399172
20180705,-1.894395233
20180706,-1.281127785
20180707,-1.61713962
20180708,-0.901368755
20180709,-0.602620968
20180710,-1.141146598
20180711,-0.769187396
20180712,-1.310224103
20180713,1.412847908
20180714,2.188078101
20180715,2.089258182
20180716,1.131974876
20180717,0.544978373
20180718,1.836777026
20180719,0.520905885
20180720,-1.421701743
20180721,-1.139021211
20180722,-1.369003913
20180723,-0.630383773
20180724,-1.192593656
20180725,-1.258933257
20180726,-0.381848553
20180727,-0.477364445
20180728,-0.215449118
20180729,0.119058244
20180730,-0.376251991
